Season,Dummy,DateStation,Item,Day00,Day01,Day02,Day03,Day04,Day05,Day06,Day07,Day08,Day09,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23
Winter,1000,2014/12/12Tamshui,PM10,39.0,38.0,35.0,37.0,38.0,42.0,49.0,56.0,70.0,88.0,101.0,116.0,122.0,132.0,142.0,136.0,132.0,126.0,114.0,99.0,87.0,87.0,90.0,77.0
Winter,1000,2014/12/13Tamshui,PM10,66.0,67.0,76.0,92.0,92.0,83.0,84.0,88.0,89.0,92.0,92.0,83.0,78.0,78.0,78.0,81.0,88.0,92.0,93.0,93.0,88.0,82.0,77.0,76.0
Winter,1000,2014/12/14Tamshui,PM10,71.0,62.0,57.0,53.0,48.0,48.0,44.0,38.0,43.0,45.0,38.0,35.0,34.0,33.0,35.0,40.0,46.0,42.0,34.0,35.0,32.0,29.0,26.0,22.0
Winter,1000,2014/12/15Tamshui,PM10,20.0,24.0,28.0,37.0,40.0,38.0,37.0,40.0,50.0,61.0,65.0,56.0,45.0,38.0,40.0,44.0,43.0,48.0,51.0,49.0,49.0,50.0,45.0,42.0
Winter,1000,2014/12/17Tamshui,PM10,98.0,98.0,99.0,103.0,100.0,104.0,105.0,83.0,71.0,66.0,57.0,60.0,59.0,60.0,64.0,57.0,55.0,55.0,50.0,49.0,50.0,49.0,50.0,50.0
Winter,1000,2014/12/18Tamshui,PM10,56.0,61.0,64.0,61.0,54.0,53.0,53.0,50.0,46.0,43.0,44.0,46.0,46.0,49.0,46.0,40.0,37.0,33.0,28.0,27.0,29.0,28.0,23.0,22.0
Winter,1000,2014/12/19Tamshui,PM10,20.0,17.0,18.0,18.0,17.0,18.0,18.0,20.0,26.0,29.0,29.0,27.0,31.0,51.0,65.0,57.0,51.0,49.0,48.0,45.0,37.0,24.0,21.0,23.0
Winter,1000,2014/12/20Tamshui,PM10,26.0,28.0,27.0,22.0,26.0,37.0,42.0,48.0,60.0,64.0,65.0,61.0,55.0,56.0,60.0,65.0,65.0,67.0,68.0,62.0,62.0,65.0,66.0,70.0
Winter,1000,2014/12/21Tamshui,PM10,66.0,66.0,73.0,73.0,68.0,70.0,65.0,61.0,61.0,55.0,51.0,50.0,46.0,48.0,48.0,50.0,48.0,46.0,50.0,54.0,61.0,66.0,72.0,79.0
Winter,1000,2014/12/22Tamshui,PM10,86.0,94.0,100.0,100.0,93.0,78.0,75.0,72.0,66.0,68.0,70.0,65.0,61.0,70.0,72.0,70.0,67.0,67.0,65.0,62.0,56.0,53.0,54.0,54.0
Winter,1000,2014/12/23Tamshui,PM10,46.0,42.0,40.0,40.0,42.0,42.0,43.0,44.0,44.0,43.0,43.0,42.0,42.0,61.0,78.0,82.0,87.0,94.0,89.0,83.0,89.0,81.0,73.0,79.0
Winter,1000,2014/12/24Tamshui,PM10,92.0,90.0,72.0,71.0,84.0,89.0,92.0,98.0,97.0,90.0,77.0,64.0,59.0,54.0,55.0,51.0,46.0,51.0,60.0,60.0,62.0,71.0,73.0,72.0
Winter,1000,2014/12/25Tamshui,PM10,75.0,73.0,75.0,75.0,72.0,73.0,71.0,65.0,65.0,66.0,65.0,66.0,68.0,72.0,70.0,67.0,65.0,60.0,60.0,66.0,72.0,68.0,64.0,65.0
Winter,1000,2014/12/26Tamshui,PM10,64.0,55.0,38.0,31.0,33.0,38.0,42.0,40.0,40.0,40.0,43.0,40.0,40.0,39.0,35.0,40.0,39.0,31.0,31.0,33.0,34.0,34.0,31.0,32.0
Winter,1000,2014/12/27Tamshui,PM10,35.0,38.0,37.0,34.0,35.0,33.0,32.0,29.0,33.0,34.0,27.0,24.0,24.0,23.0,23.0,23.0,24.0,27.0,28.0,23.0,20.0,21.0,23.0,22.0
Winter,1000,2014/12/28Tamshui,PM10,21.0,20.0,22.0,26.0,26.0,23.0,21.0,23.0,26.0,31.0,31.0,31.0,31.0,28.0,31.0,38.0,45.0,45.0,45.0,56.0,61.0,65.0,71.0,67.0
Winter,1000,2014/12/29Tamshui,PM10,62.0,56.0,51.0,56.0,62.0,71.0,72.0,78.0,87.0,77.0,68.0,65.0,61.0,57.0,56.0,60.0,67.0,76.0,78.0,68.0,62.0,65.0,67.0,66.0
Winter,1000,2014/12/31Tamshui,PM10,57.0,61.0,62.0,55.0,51.0,49.0,49.0,51.0,55.0,70.0,73.0,61.0,56.0,56.0,50.0,42.0,35.0,39.0,49.0,55.0,54.0,55.0,84.0,130.0
